Xtf_id,Name,Zip,Place,Operator,Contact,OperatorAddress,Phone,Web,Mail,BeginningOfOperation,Power,Energy,HouseConnections,NetLength,EnergySource1,EnergySource2,PositionAccuracy,x,y
tn506,CADIOM,1211,Genève,Cadiom SA,Cadiom SA p.a. SIG,Ch. du Château-Bloch 2<br />1219 Le Lignon,0228690600,https://www.cadiom.ch/,cgcenergie@cgcenergie.ch,2001,70,140000,,20,16,,103,2491424.3999999985,1116936.1999999993
tn493,CAD Treyvaux,1733,Treyvaux,Groupe E,GROUPE E CAD TREYVAUX,Ch. du Clos d'Illens 10,0263525317,https://www.groupe-e.ch/fr/energie/chaleur/professionnels/chauffage-a-distance,vente@groupe-e.ch,2017,2.3,3500,50,1.6,5,1,103,2576906.2999988156,1175062.9996927595
tn488,ROMCAD,1680,Romont,Groupe E,GROUPE E ROMCAD,Rte d'Arrufens 39,0263525317,https://www.groupe-e.ch/fr/energie/chaleur/professionnels/chauffage-a-distance,vente@groupe-e.ch,2004,3.9,5200,21,1.9,5,2,103,2559613.599997924,1170627.2996918296
tn508,GLN Genève Lac Nations,1211,Genève,Services Industriels de Genève,SIG,Ch. du Château-Bloch 2<br />1219 Le Lignon,0844800808,"https://www.energieschweiz.ch/home.aspx?p=22949,22963,22985",,2008,3.467,8737,,6,10,,103,2500636.6999999993,1119873.3999999985
tn509,Miléant,1211,Genève,Services Industriels de Genève,SIG,Ch. du Château-Bloch 2<br />1219 Le Lignon,0844800808,https://ww2.sig-ge.ch/sites/default/files/inline-files/pdf_energie_thermique.pdf,,2004,1.1,2200,,,2,20,103,2498873.3000000007,1118104.8000000007
tn534,Wärmeverbund Haldenstein,7023,Haldenstein,IBC Energie Wasser Chur,IBC Energie Wasser Chur,Felsenaustrasse 29,0812544800,https://ibc-chur.ch/angebot/waerme/,info@ibc-chur.ch,2007,0.15,,,,5,6,103,2759156.8999999985,1194064.8999999985
tn511,La Chapelle-Les Sciers,1212,Lancy,Services Industriels de Genève,SIG,Ch. du Château-Bloch 2<br />1219 Le Lignon,0844800808,https://ww2.sig-ge.ch/sites/default/files/inline-files/pdf_energie_thermique.pdf,,2013,6,12000,,,5,18,103,2499193.3000000007,1114065.1000000015
tn512,Palettes,1212,Lancy,Services Industriels de Genève,SIG,Ch. du Château-Bloch 2<br />1219 Le Lignon,0844800808,https://ww2.sig-ge.ch/sites/default/files/inline-files/pdf_energie_thermique.pdf,,2016,27,54000,,,5,2,103,2498368.5,1114342
tn513,Les Vergers-ZIMEYSA,1217,Meyrin,Services Industriels de Genève,SIG,Ch. du Château-Bloch 2<br />1219 Le Lignon,0844800808,https://ww2.sig-ge.ch/sites/default/files/inline-files/pdf_energie_thermique.pdf,,2015,5.5,11000,,,11,16,103,2494437.1999999993,1121040.3999999985
tn516,Ecole du Bois-Gourmand,1255,Veyrier,Commune de Veyrier,,,,https://www.veyrier.ch,,2001,1,,3,0.1,2,,103,2502220,1114170.1999999993
tn517,Holzschnitzelwärmeverbund Glarus,8750,Glarus,TB Glarus,Thomas Küng,Feldstrasse 1,0586118890,https://www.tb.glarus.ch/#!/unternehmen/abgeschlossene-projekte/waermeverbund-glarus-1/,info.tbg@glarus.ch,2015,1.53,2200,10,0.6,5,2,103,2723669.3000000007,1211593.6999999993
tn518,Wärmeverbund Linthal,8784,Linthal,tbgs Technische Betriebe Glarus Süd,tbgs Technische Betriebe Glarus Süd,Farbstrasse 22<br />8762 Glarus Süd,0586119000,https://tbgs.ch/energie/98-waermeverbunde,info@tbgs.ch,2017,2,,17,,5,,103,2718719.3999999985,1197765.3999999985
tn519,Wärmeverbund Mollis,8753,Mollis,Technische Betriebe Glarus Nord,Technische Betriebe Glarus Nord,Büntgasse 2,0586117711,https://www.tbgn.ch/w%C3%A4rmeverbund.html,info@tbgn.ch,2012,0.6,,35,1.8,5,,103,2724294.8999999985,1216673
tn106,Nahwärmeverbund Seon Oberdorf,5703,Seon,Gemeinde Seon,Technische Betriebe Seon,Mühleweg 3,0627696000,https://www.tbseon.ch/index.php/produkte/fernwaerme/nahw%C3%A4rmeverbund-oberdorf,info@tbseon.ch,2010,2.5,4300,,3,5,,102,2654344.5,1244321.5
tn107,Rossweid Sins,5643,Sins,Wohnüberbauung Rossweid,Wohnüberbauung Rossweid,Rossweid,,https://www.holzenergie.ch,info@holzenergie.ch,2008,0.8,,,,5,6,102,2672457.8000000007,1226856.5
tn108,Wärmeverbund Sins,5643,Sins,"AEW Energie AG, Aarau",AEW Energie AG,Obere Vorstadt 40<br />5001 Aarau,0628342111,https://www.durena.ch/aktuell/aktuell/60-neubau-waermeverbund-in-sins,,2012,1.998,,,,15,11,103,2672899.8999999985,1228015.5
tn940,Wärmeverbund Marthalen,8460,Marthalen,Gemeinde Marthalen,Gemeindeverwaltung Marthalen,Postfach,,https://www.marthalen.ch,admin@marthalen.ch,1985,,,4,2,5,,101,2690969,1275752
tn525,Wärmeverbund ARA Chur,7000,Chur,IBC Energie Wasser Chur,IBC Energie Wasser Chur,Felsenaustrasse 29,0812544800,https://ibc-chur.ch/angebot/waerme/,info@ibc-chur.ch,2010,18,36000,,16,15,,103,2759402.3,1193242.6000000015
tn521,Wärmeverbund Schwanden,8762,Schwanden,tbgs Technische Betriebe Glarus Süd,tbgs Technische Betriebe Glarus Süd,Farbstrasse 22<br />8762 Glarus Süd,0586119000,https://tbgs.ch/energie/98-waermeverbunde,info@tbgs.ch,2017,2.1,,,,5,,103,2723934.6000000015,1205955.3999999985
tn522,Nahwärmeversorgung Andeer,7440,Andeer,Politische Gemeinde Andeer,Peider Ganzoni,Veia da Scola 36,0816611252,https://www.gemeinde-andeer.ch,gemeinde@andeer.ch,2002,0.23999999,600,3,0.25999999,5,,101,2752268.8000000007,1163187.3999999985
tn523,Anergienetz Chur West,7000,Chur,IBC Energie Wasser Chur,IBC Energie Wasser Chur,Felsenaustrasse 29,0812544800,https://ibc-chur.ch/angebot/waerme/,info@ibc-chur.ch,2013,,,,,11,,103,2758143.5,1190906.6999999993
tn1501,CAD Morgins,1875,Morgins,Romande Energie,, Rue de Lausanne 53 - 1110 MORGES ,0848802900,https://www.romande-energie.ch/cad-morgins,info@romande-energie.ch,,,,,,5,,101,2555708.9233541354,1120828.1606888545
tn526,Talstation Churwalden,7075,Churwalden,Lenzerheide Bergbahnen AG,Brüesch AG,Hauptstrasse 115,0813821655,https://www.meiertobler.ch/de/Referenzobjekte?customer_segment=&product=0#open=ref-1586,info@brueeschag.ch,2015,0.075,,,,12,,103,2760583.1999999993,1182815.1999999993
tn202,Wärmeverbund Oltingen,4494,Oltingen,Gemeinde Oltingen,Gemeindeverwaltung,Hauptstrasse 40a,0619910696,https://www.baselland.ch/politik-und-behorden/gemeinden/oltingen,gemeinde@oltingen.ch,,,,25,,5,1,102,2637292.3,1253635.8
tn524,Fernwärme Chur,7203,Trimmis,Gevag,Tom Haberstich,Rheinstrasse 28,08123000494,https://gevag.ch/fernwaerme/,tom.haberstich@gevag.ch,1991,61,82337,50,17,16,1,103,2761336.7,1198278.5
tn515,Versoix Centre-Ville,1290,Versoix,Services Industriels de Genève,SIG,Ch. du Château-Bloch 2<br />1219 Le Lignon,0844800808,https://ww2.sig-ge.ch/sites/default/files/inline-files/pdf_energie_thermique.pdf,,2009,3,3900,,,10,,103,2502235.599994864,1125736.5996825744
tn531,"REKA Feriendorf, Disentis",7180,Disentis/Mustér,REKA,REKA Feriendorf Disentis,Via Plauns 10,0313296699,https://www.holzenergie.ch/ueber-holzenergie/projektbeispiele/waermeverbuende.html,info@holzenergie.ch,2005,0.4,800,7,,6,,103,2706904.8000000007,1172875.8000000007
tn533,Wärmeverbund Domat/Ems AG,7013,Domat/Ems,IBC Energie Wasser Chur,IBC Energie Wasser Chur,Felsenaustrasse 29,0812544800,https://ibc-chur.ch/angebot/waerme/,info@ibc-chur.ch,2018,4.5,9000,,,14,11,103,2752277.3999999985,1188451
tn535,Wärmeverbund Ilanz,7130,Ilanz/Glion,ewz,ewz,Tramstrasse 35<br />8050 Zürich,0583192020,https://www.ewz.ch/content/dam/ewz/services/dokumentencenter/heizen-und-kuehlen/dokumente/ewz-referenz-gattikon.pdf,medien@ewz.ch,2014,2.2,7000,50,,5,,103,2735397,1181863.8999999985
tn536,APH Neugut Landquart,7302,Landquart,Alters- und Plegeheim Neugut,Alters- und Plegeheim Neugut,Neugut 1,0813072400,https://www.bafu.admin.ch/bafu/de/home/themen/klima/fachinformationen/klimapolitik/kompensation-von-co2-emissionen/liste-registrierte-kompensationsprojekte/3-2-waermeerzeugung-durch-verbrennung-von-biomasse-mit-und-ohne-.html,info@neugut-landquart.ch,2012,0.462,900,,,5,,103,2761045.5,1204362.8999999985
tn537,GVG Mühlebündte - Bardella - Herrenfeld,7304,Maienfeld,Autonome Genossenschaft,GVG Mühlebündte - Bardella - Herrenfeld,c/o Falknisstrasse 29,0813307744,,gvg-maienfeld@gmx.ch,1980,2.2,,65,3,11,,103,2759089,1208098.8000000007
tn539,Teleriscaladamento S. Maria a Poschiavo,7742,Poschiavo,Comune di Poschiavo,Comune di Poschiavo,,0917963603,https://www.aelsi.ch/documentazione,info@aelsi.ch,2013,1.45,2000,,1.29,5,,103,2801888.8000000007,1133343.1999999993
tn540,Teleriscaldamento Cologna Poschiavo,7742,Poschiavo,Cooperativa cC Calore Cologna,Cooperativa cC Calore Cologna,Cologna,0917963603,https://www.aelsi.ch/documentazione,info@aelsi.ch,2008,0.2,480,19,,5,,103,2802474.8000000007,1133148.8999999985
tn541,Giuvaulta,7405,Rothenbrunnen,"Giuvaulta, Zentrum für Sonderpädagogik",Gemeindeverwaltung Rothenbrunnen,Pro Sut 7,0816501111,https://www.giuvaulta.ch,info@giuvaulta.ch,,,,,,1,,103,2752067.8999999985,1181487.1000000015
tn510,CAD Lehmann - Tourelle,1218,Grand-Saconnex,Services Industriels de Genève,SIG,Ch. du Château-Bloch 2<br />1219 Le Lignon,0844800808,https://www.helvetia-energy.ch/wp-content/uploads/2019/03/PRIMES-2019-GENEVE.pdf,,,,,,4,2,,102,2498545.9999896553,1120063.9993624315
tn527,Wärmeverbund Davos Dorf-Bünda,7270,Davos,Elektrizitätswerk Davos AG,Elektrizitätswerk Davos AG,Talstrasse 35,0814153800,https://www.ewd.ch/waermeverbund,info@ewd.ch,2019,,,,,11,,103,2783414.30000936,1186791.0996947514
tn532,Wärmeverbund Disentis,7180,Disentis/Mustér,Recal SA,Recal SA,"c/o Casatec SA, Via dalla Stampa 8",0819203535,https://www.casatec.ch,info@casatec.ch,2005,1.35,,,,5,14,103,2708397.8999999985,1173317.8
tn109,Nahwärmeverbund Schule Hasel,8957,Spreitenbach,Gemeinde Spreitenbach,Schule Hasel,Poststrasse 201,0564188636,https://cms.schule-spreitenbach.ch/j3/index.php/organisation/schulhaeuser/primarschule-hasel,,,0.7,,,,5,,103,2669286.8999999985,1253303.3000000007
tn110,Wärmeverbund Spreitenbach Langäcker,8957,Spreitenbach,"AEW Energie AG, Aarau",AEW Energie AG,Obere Vorstadt 40<br />5001 Aarau,0628342111,https://www.aew.ch/privatkunden/waerme/aew-anlagen/referenzanlagen.html,info@aew.ch,,0.67,,,,6,,102,2669794.3000000007,1253000.8999999985
tn111,Wärmeversorgung Gräbackerstrasse,8957,Spreitenbach,Implenia Schweiz AG,Implenia Schweiz AG,Industriestrasse 24<br />8305 Dietlikon,0584747474,https://www.implenia.com,,2016,0.25,,,,11,,103,2670457.3999999985,1252439.6000000015
tn433,Wärmeverbund Boll Vechigen,3067,Vechigen,EBL,,"Mühlemattstrasse 6, 4410 Liestal",0800325000,https://www.ebl.ch/de/unternehmen/standorte.html,info@ebl.ch,2009,2.663,4365,,,5,,103,2608618.2,1200729.8
tn113,Wärmeversorgung Hauri Holzbau AG,5053,Staffelbach,Hauri Holzbau AG,Hauri Holzbau AG,Birkenweg 12,0627391616,https://www.hauriag.ch/,frank.hauri@hauriag.ch,,,,,,5,,103,2646137.8000000007,1236922.5
tn114,Wärmeversorgung Staffelbach,5053,Staffelbach,Gemeinde Staffelbach,Gemeinde Staffelbach,Dorfstrasse 11,0627458888,http://staffelbach.ch,gemeindekanzlei@staffelbach.ch,2017,,,,,5,,101,2645646.8999999985,1237367.6999999993
tn115,Wärmeverbund Staufen Esterli Flöösch,5603,Staufen,"AEW Energie AG, Aarau",AEW Energie AG,Obere Vorstadt 40<br />5001 Aarau,0628342111,https://www.aew.ch/privatkunden/waerme/aew-anlagen/referenzanlagen.html,info@aew.ch,,0.9,,,0.4,5,7,103,2654463.8999999985,1248608.3999999985
tn116,Wärmeverbund Stetten Pacovis AG,5608,Stetten,"AEW Energie AG, Aarau",AEW Energie AG,Obere Vorstadt 40<br />5001 Aarau,0628342111,https://www.aew.ch/privatkunden/waerme/aew-anlagen/referenzanlagen.html,info@aew.ch,2016,0.79,,,,12,,103,2666162.6999999993,1250858.5
tn542,Anergienetz Sedrun,7188,Sedrun,Energia alpina,Energie alpina,Via Alpsu 62,0819204000,https://www.energia-alpina.ch/fileadmin/user_upload/Docs/Flyer_ea_anergienetz_definitiv_senza_passkreuz.pdf,info@energia-alpina.ch,2016,0.028,68,,,12,,103,2702134.6999999993,1170568.1000000015
tn543,Nahwärmeverbund Schiers,7214,Seewis-Pardisla,Jakob Berger AG / Schmid AG,Jakob Berger AG,Kantonsstrasse 2,0813075060,,,1996,2.29999995,3254,5,0.41999999,5,1,103,2767011,1205268.8999999985
tn544,Wärmeversorgung Flütsch Holzbau AG,7435,Splügen,Flütsch Holzbau AG,Flütsch Holzbau AG,Italienische Strasse 41,0816641123,https://fluetschholzbau.ch/,fluetschholzbau@swissonline.ch,,,,,,5,,103,2744181.6000000015,1157303.5
tn545,St. Moritz Seewasserverbund,7500,St. Moritz,St. Moritz Energie,St. Moritz Energie,Via Signuria 5,0818375910,https://www.stmoritz-energie.ch,info@stmoritz-energie.ch,2014,5,5600,,0.92,10,1,103,2784192.8000000007,1151526
tn546,Fernwärmeversorgung Thusis,7430,Thusis,Gemeinde Thusis,Fernheizung Thusis,Übernollaweg 14,0433172525,https://www.energie360.ch/de/energie-360/referenzen/waermeverbund-thusis/,energieloesungen@energie360.ch,1994,1.29999995,1200,28,1,5,1,103,2752810.8999999985,1173134.3000000007
tn550,Wärmeverbund St. Brais,2874,Saint-Brais,,,,0619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2016,0.25,,,,5,,101,2575354.1999999993,1239172.1999999993
tn552,Scierie A & C Corbat,2943,Vendlincourt,Scierie A & C Corbat,Pellet du Jura SA,Route de Bonfol 13,0324232844,https://www.corbat-holding.ch/,info@corbat-holding.ch,,,,,,5,,103,2578609.3000000007,1255992
tn553,CAD Vicques,2824,Vicques,Commune de Vicques,Administration communale,Route de Courroux 17,,https://www.vicques.ch,secretariat@vicques.ch,,,,4,,5,,101,2597894,1244196
tn1502,CAD Prévôtois,2740,Moutier,CAD Prévôtois SA,,,,,,2028,13.8,,,,5,,103,2594469.5527392565,1235468.5563033014
tn548,CAD Cornol,2952,Cornol,Commune de Cornol,,Route des Rangiers 5,0324622588,https://www.cornol.ch,admin.cornol@bluewin.ch,1991,0.35,,4,0.30000001,5,,103,2578626.8,1250591
tn118,Wärmeverbund Hardmatt GmbH Strengelbach,4802,Strengelbach,Wärmeverbund Herdmatt GmbH,c/o Arbeitszentrum für Behinderte,Sägetstrasse 19<br />Strengelbach,0627469600,https://www.emchberger.ch/de/waermeverbund-hardmatt,,2011,2,,7,0.4,5,,102,2636869.8999999985,1236696.5
tn119,Wärmeverbund Suhr,5034,Suhr,Victor und Daniel Bertschi,Victor und Daniel Bertschi,Bernstrasse West 102A,0333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2008,0.15,,,0.35,5,,103,2647426.6000000015,1246173.5
tn122,Wärmeverbund Uerkheim Dorf Mitte,4813,Uerkheim,"AEW Energie AG, Aarau",AEW Energie AG,Obere Vorstadt 40<br />5001 Aarau,0628342111,https://www.aew.ch/privatkunden/waerme/aew-anlagen/referenzanlagen.html,info@aew.ch,,0.39,,,,5,1,102,2644232.1999999993,1239392.5
tn123,Gemeindeverwaltung Unterentfelden,5035,Unterentfelden,Eniwa AG,Gemeindeverwaltung Unterentfelden,Hauptstrasse 15,0627370300,https://www.holzenergie.ch,info@holzenergie.ch,1999,0.65,,,,5,,103,2645624.6999999993,1246349.5
tn547,Lenzerheide Nord und Dorf,7078,Vaz/Obervaz,Gemeinde Vaz/Obervaz,Sportzentrum Dieschen,Dieschen sot 4,0813843890,https://www.vazobervaz.ch/sportzentrum,gemeinde@vazobervaz.ch,,4,,,,5,,103,2761861.503275853,1177929.2667826957
tn117,Fernwärmeversorgung Stilli,5233,Stilli,REFUNA AG,REFUNA AG,"Beznau, 5312 Döttingen",0562688010,https://www.refuna.ch/,info@refuna.ch,1995,0.915,1830,24,1.14999998,17,,103,2659383.300002899,1267076.699711985
tn551,CAD St-Ursanne,2882,St-Ursanne,Chauffage à distance St-Ursanne SA,Chauffage à distance St-Ursanne SA,Rue des Saules,,https://www.cadstursanne.ch/,,2018,1.2,,,,5,,102,2578415.6000000015,1245892.3999999985
tn121,Wettingen Tägi,5430,Tägi,"AEW Energie AG, Aarau",AEW Energie AG,Obere Vorstadt 40<br />5001 Aarau,0628342111,https://www.aew.ch/privatkunden/waerme/aew-anlagen/referenzanlagen.html,info@aew.ch,,0.11,,,,11,,102,2667751.2,1256379.7
tn1490,Corgémont,2606,Corgémont,Energie Corgémont SA,Martin Tschan,Péchevaux 11,0795321293,https://energiecorgemont.ch,info@energiecorgemont.ch,,0.32,960,,2,5,,103,2577090.901537374,1226823.4493179228
tn562,Emmi Emmen,6032,Emmen,Emmi Emmen,Emmi Emmen,Seetalstrasse 200,0582273522,https://group.emmi.com/de/unser-engagement/nachhaltigkeit/fokus/initiativen/waermerueckgewinnung/,,2009,3.2,,,,11,14,103,2666504.5,1216389
tn124,Wärmeverbund Untersiggenthal,5417,Untersiggenthal,Wohnbaugenossenschaft Untersiggingen,Wohnbaugenossenschaft Untersiggingen,Rebbergstrasse 17,,,,1998,,,,,5,,102,2661154.1000000015,1261757.5
tn557,Wärmeverbund ARA Baldegg,6283,Baldegg,EBL,,"Mühlemattstrasse 6, 4410 Liestal",0800325000,https://www.ebl.ch/de/unternehmen/standorte.html,info@ebl.ch,2011,2.704,5012,,0.95,15,2,103,2663876,1225456.6000000015
tn126,Nahwärmeverbund Waltenschwil,5622,Waltenschwil,Gemeinde Waltenschwil,Gemeinde Waltenschwil,Schulhausstrasse,0566191820,https://www.holzenergie.ch/uploads/tx_ttproducts/datasheet/202_BewaehrteFirmen_05.pdf,info@holzenergie.ch,2006,0.4,,,,5,,101,2665415.6000000015,1243056.8999999985
tn127,Schnitzelheizung Schulhaus,4317,Wegenstetten,Gemeinde Wegenstetten,Schulhaus,Schulgasse 13,0618710284,https://www.wegstetten.ch,gemeindekanzlei@wegstetten.ch,1996,0.30000001,,2,,5,,102,2637336.6000000015,1261044.6000000015
tn128,Gemeindeverwaltung Wettingen,5430,Wettingen,Gemeinde Wettingen,Gemeinde Wettingen,Alb. Zwyssigstrasse 76,0564377111,https://www.wettingen.ch/de/,gemeinde@wettingen.ch,1998,0.7,,,,5,,101,2666951.8999999985,1257619.3000000007
tn129,Wärmeverbund Bremgarten,8967,Widen,"AEW Energie AG, Aarau",AEW Energie AG,Obere Vorstadt 40<br />5001 Aarau,0628342111,https://www.ee-news.ch/de/article/22874/aew-energie-ag-abschluss-waermeverbund-bremgarten,info@aew.ch,2011,8.5,30000,191,11.3,5,1,103,2669874.3000000007,1246622.6000000015
tn130,Kunzareal,5210,Windisch,IBB Brugg,IBB Brugg,Gaswerkstrasse 5<br />5200 Brugg,0564602800,https://www.kunzareal.ch/areal/#nachhaltigkeit,contracting@ibbrugg.ch,2012,1.5,2100,,0.7,11,2,103,2659764.5,1259314.3000000007
tn570,Schulhaus Arena Hochdorf,6280,Hochdorf,Gemeinde Hochdorf,Schulhaus Arena,Alte Urswilstrasse 26,0419105070,https://www.schulehochdorf.ch,sekretariat@schulehochdorf.ch,2012,0.4933,586,,,6,,103,2664515.3000000007,1223944.6000000015
tn1139,ARA Unterseen,3800,Unterseen,EBL,,"Mühlemattstrasse 6, 4410 Liestal",0800325000,https://www.ebl.ch/de/unternehmen/standorte.html,info@ebl.ch,,5.082,9266,,,15,,,2631040.8691756628,1169512.794605289
tn125,Fernwärmeversorgung Villigen,5234,Villigen,REFUNA AG,REFUNA AG,"Beznau, 5312 Döttingen",0562688010,https://www.refuna.ch/,info@refuna.ch,1984,4.5,7800,175,7.0999999,17,,103,2659427.800002901,1267045.6997119808
tn1192,Wärmeverbund Laufenburg,5080,Laufenburg,,,,,,,2023,1,,,,10,,102,2645985.6639702227,1267381.7904599002
tn1206,CAD Hôtel-de-Ville,2017,Boudry,,,Rue Louis-Favre 37,,,,1994,0.43,,,,5,2,103,2554097.217388687,1199907.3810505392
tn566,Fernwärme Schlössli,6022,Grosswangen,Hubert & Othmar Kunz,Hubert Kunz,Schlössli 2,0793477530,,kunz.huber@bluewin.ch,,0.6,900,9,,5,,103,2646508.8999999985,1220706.7
tn573,Kleinwilhöhe,6048,Horw,Bättig & Bucher,,"Zentralstrasse 44, 6030 Ebikon",0414450145,,ebikon@baettig-bucher.ch,2012,0.483,114,12,,6,1,103,2665659.3,1206911.5
tn554,HZ Kuhbüel Adligenswil,6043,Adligenswil,,,Kuhbüel,,,,2013,0.184,384,,,5,,103,2670192,1213469.5
tn572,Kleinwil,6048,Horw,,Gemeinde Horw,Gemeindehausplatz 1,0413491111,,info@horw.ch,2008,0.15,,,,6,,103,2665788.2,1206708.3
tn575,Krebsbärenhalde,6048,Horw,,Gemeinde Horw,Gemeindehausplatz 1,0413491111,,info@horw.ch,1978,0.4,,,,1,,103,2666480.8,1207482.3999999985
tn565,Holzschnitzelheizung Finsterwald,6162,Finsterwald b. Entlebuch,Korporation Entlebuch,Ivo Thalmann,"Glaubenbergstrasse, 6162 Entlebuch",0414800603,https://www.entlebucherwaldholz.ch,ivo@entlebucherwaldholz.ch,,0.54,800,29,20,5,,103,2650501.8,1202610.2
tn564,Wärmeverbund Bodenmatt,6162,Entlebuch,Gemeinde Entlebuch,Alterswohnheim Entlebuch,Bodenmatt 7,0414826363,https://www.awh-entlebuch.ch,info@awh-entlebuch.ch,1992,2.48,,74,,5,,103,2647840.7,1204786.7
tn567,Wärmeversorgung Hasle,6166,Hasle LU,Einwohnergemeinde Hasle,Einwohnergemeinde Hasle,,,,,2012,0.3,561,,,5,,103,2646638,1203469.5
tn568,Fernwärmeheizung Hellbühl,6016,Hellbühl,Dahinden Sägewerk AG,Hans-Peter Dahinden,Kirchrain 20,0414697080,,hp.dahinden@dahinden-hof.ch,1994,2.9,1650,69,2,5,1,103,2658012.8,1213410.2
tn561,Holzschnitzelfeuerung Schulanlage Dagmersellen,6252,Dagmersellen,Gemeinde Dagmersellen,Gemeinde Dagmersellen,Postfach 28,0627485252,https://www.dagmersellen.ch,kanzlei@dagmersellen.ch,2000,0.65,1303,12,,5,,103,2641874,1229387.3
tn558,Ferwärmeverbund Beromünster,6215,Beromünster,Fernwärmeverbund Beromünster AG,,Fläcke 11 ,0419304217,https://www.fwbero.ch,info@fwbero.ch,1990,2.4,4664,85,4.8,5,,102,2657342.8,1228421
tn569,Wärmeverbund Reiden,6260,Hintermoos,KGW Energie AG,,"Flüeliacherweg 7, 4806 Wikon",,,,2002,1.5,3000,13,1,5,,103,2640451.8,1232908.7
tn1504,CAD Corgémont,2606,Corgémont,Energie Corgémont SA,Martin Tschan,Péchevaux 11,0795321293,https://energiecorgemont.ch,info@energiecorgemont.ch,,,,,3.3,5,,103,2578035.6265391004,1227299.9872893053
tn293,Wärmeverbund Saanen-Gstaad,3780,Gstaad,EBL,,"Mühlemattstrasse 6, 4410 Liestal",0800325000,https://www.ebl.ch/de/unternehmen/standorte.html,,2008,16.9,29108,190,11.5,4,,103,2584066,1148212.2
tn131,Wärmeverbund Wohlenschwil,5512,Wohlenschwil,"AEW Energie AG, Aarau",AEW Energie AG,Obere Vorstadt 40<br />5001 Aarau,0628342111,https://www.aew.ch/privatkunden/waerme/aew-anlagen/referenzanlagen.html,info@aew.ch,2014,0.24,190,,,5,,103,2661769.3000000007,1251656.1000000015
tn585,Heizzentrale Inwil,6034,Inwil,Korporation Baar,Korporation Baar,Ziegelhütte,0417660966,https://www.korporationbaar.ch/taetigkeiten/energie/,info@korporationbaar.ch,2008,,,,,5,,103,2683068.8000000007,1226507.1000000015
tn587,Abwasserwärme Hirschengraben EWL,6003,Luzern,ewl,Markus Dittli,Industriestrasse 6,0413694227,https://www.eicher-pauli.ch/de/Referenzen,info@ewl-luzern.ch,2010,1.67,2750,,0.238,15,2,103,2665609.8999999985,1211266.1000000015
tn589,ewl Wärmetechnik AG,6002,Luzern,ewl Wärmetechnik AG,ewl Wärmetechnik AG,Industriestrasse 6,0800395395,https://www.ewl-luzern.ch,info@ewl-luzern.ch,1990,20,35000,19,3,5,1,103,2666288.8999999985,1210410.8000000007
